date,open,high,low,close,volume,suspicious_flag
2010-01-04,1865.5,1889.0,1865.5,1886.75,204140.0,
2010-01-05,1886.5,1890.25,1876.0,1885.25,207245.0,
2010-01-06,1885.25,1891.75,1872.25,1878.5,259627.0,
2010-01-07,1877.75,1880.5,1865.75,1877.5,239907.0,
2010-01-08,1877.5,1892.5,1865.0,1890.0,267314.0,
2010-01-11,1892.25,1900.0,1874.25,1883.5,243454.0,
2010-01-12,1882.0,1883.75,1850.0,1865.5,326600.0,
2010-01-13,1866.0,1889.5,1853.25,1882.5,312998.0,
2010-01-14,1882.25,1890.25,1876.0,1888.25,204465.0,
2010-01-15,1893.0,1894.0,1854.75,1862.25,343007.0,
2010-01-19,1861.75,1895.75,1857.5,1889.75,330937.0,
2010-01-20,1889.25,1892.25,1845.5,1867.0,400138.0,
2010-01-21,1867.75,1883.5,1838.75,1841.0,496670.0,
2010-01-22,1841.25,1849.25,1789.5,1797.75,523241.0,
2010-01-25,1794.75,1811.75,1792.5,1798.5,337890.0,
2010-01-26,1809.75,1823.75,1783.75,1796.5,415632.0,
2010-01-27,1798.75,1821.5,1787.75,1809.0,439993.0,
2010-01-28,1807.5,1820.0,1759.25,1770.5,566047.0,
2010-01-29,1777.75,1789.25,1731.75,1739.25,533600.0,
2010-02-01,1740.0,1758.25,1737.0,1755.75,341074.0,
2010-02-02,1756.25,1778.0,1747.75,1769.0,329111.0,
2010-02-03,1769.0,1786.5,1763.5,1785.5,312677.0,
2010-02-04,1784.5,1792.0,1731.5,1734.75,480084.0,
2010-02-05,1734.0,1747.75,1710.75,1745.0,551741.0,
2010-02-08,1747.25,1753.75,1730.5,1734.5,292392.0,
2010-02-09,1734.0,1767.25,1732.0,1752.0,377034.0,
2010-02-10,1752.5,1762.75,1736.0,1744.75,294097.0,
2010-02-11,1744.5,1778.75,1736.75,1775.5,336601.0,
2010-02-12,1773.25,1783.5,1754.0,1783.25,326068.0,
2010-02-16,1781.5,1801.5,1775.25,1799.25,256142.0,
2010-02-17,1799.25,1812.5,1797.5,1811.75,235304.0,
2010-02-18,1812.0,1824.75,1804.75,1820.75,266256.0,
2010-02-19,1819.25,1830.0,1801.0,1819.25,279162.0,
2010-02-22,1818.75,1833.0,1810.25,1821.0,223981.0,
2010-02-23,1819.75,1829.0,1785.25,1801.0,346526.0,
2010-02-24,1799.5,1819.75,1796.5,1814.0,297203.0,
2010-02-25,1813.0,1816.0,1780.5,1813.5,350659.0,
2010-02-26,1813.0,1822.25,1803.5,1818.5,219967.0,
2010-03-01,1821.25,1848.5,1821.25,1842.75,254287.0,
2010-03-02,1842.75,1862.25,1842.5,1852.25,247063.0,
2010-03-03,1851.0,1861.25,1845.75,1852.0,214224.0,
2010-03-04,1851.25,1860.75,1844.25,1859.75,194189.0,
2010-03-05,1858.75,1889.5,1857.0,1885.5,285718.0,
2010-03-08,1884.0,1894.75,1883.25,1888.25,195580.0,
2010-03-09,1888.0,1912.0,1881.0,1901.25,329262.0,
2010-03-10,1901.5,1921.25,1900.0,1918.75,318776.0,
2010-03-11,1917.75,1926.75,1909.25,1925.25,216328.0,
2010-03-12,1926.0,1935.25,1916.5,1926.75,74601.0,
2010-03-15,1927.75,1927.75,1906.5,1919.5,94723.0,
2010-03-16,1921.25,1934.5,1919.0,1931.0,70624.0,
2010-03-17,1930.25,1946.25,1929.75,1936.5,54486.0,
2010-03-18,1936.0,1945.5,1931.75,1944.5,35104.0,
2010-03-19,1944.5,1952.0,1941.5,1950.5,4731.0,
2010-03-22,1927.25,1954.25,1919.0,1948.5,279840.0,
2010-03-23,1948.0,1962.0,1940.5,1962.25,216386.0,
2010-03-24,1961.0,1962.0,1946.0,1951.5,230851.0,
2010-03-25,1951.0,1974.25,1945.75,1949.5,298758.0,
2010-03-26,1949.0,1963.0,1939.25,1951.75,285227.0,
2010-03-29,1952.0,1966.25,1951.75,1960.25,218077.0,
2010-03-30,1959.5,1972.0,1952.25,1965.5,229135.0,
2010-03-31,1964.5,1967.5,1952.5,1955.75,230559.0,
2010-04-01,1955.75,1977.25,1940.75,1952.0,307104.0,
2010-04-02,1953.5,1962.5,1948.75,1952.0,307104.0,
2010-04-05,1953.5,1978.75,1955.25,1973.5,198856.0,
2010-04-06,1973.0,1985.75,1965.25,1978.75,189115.0,
2010-04-07,1979.0,1984.5,1964.25,1975.0,257250.0,
2010-04-08,1974.0,1982.5,1959.25,1980.0,230164.0,
2010-04-09,1979.5,1992.75,1975.0,1992.0,188646.0,
2010-04-12,1995.0,2001.75,1987.75,1992.5,183339.0,
2010-04-13,1991.25,2004.0,1984.25,2001.25,228319.0,
2010-04-14,2009.75,2026.75,2006.75,2026.5,249031.0,
2010-04-15,2026.0,2037.75,2017.75,2034.75,251312.0,
2010-04-16,2033.0,2035.25,1997.75,2009.75,451415.0,
2010-04-19,2004.5,2016.5,1985.75,2013.0,338183.0,
2010-04-20,2011.75,2025.25,2007.0,2024.25,228510.0,
2010-04-21,2024.25,2040.5,2018.5,2025.5,308038.0,
2010-04-22,2021.0,2045.0,2000.5,2036.25,374013.0,
2010-04-23,2033.0,2053.5,2029.25,2053.0,289715.0,
2010-04-26,2050.0,2058.75,2043.0,2047.25,210352.0,
2010-04-27,2045.75,2050.5,1998.5,2008.75,436324.0,
2010-04-28,2008.75,2022.75,1989.5,2006.75,359035.0,
2010-04-29,2005.5,2044.0,2004.75,2041.0,294958.0,
2010-04-30,2041.0,2047.0,1998.0,1998.5,341920.0,
2010-05-03,2002.25,2038.0,1999.25,2027.0,256440.0,
2010-05-04,2026.0,2028.5,1952.25,1969.5,515322.0,
2010-05-05,1969.25,1972.0,1934.5,1958.5,401892.0,
2010-05-06,1958.0,1963.0,1730.25,1886.0,736165.0,
2010-05-07,1884.0,1909.25,1805.75,1848.5,707758.0,
2010-05-10,1873.75,1942.0,1872.25,1939.5,489151.0,
2010-05-11,1939.75,1965.0,1915.0,1935.25,373205.0,
2010-05-12,1934.75,1976.25,1917.0,1972.75,323983.0,
2010-05-13,1970.0,1981.5,1938.5,1947.25,329770.0,
2010-05-14,1945.0,1950.5,1883.0,1909.75,449745.0,
2010-05-17,1907.75,1919.5,1870.5,1913.5,363023.0,
2010-05-18,1912.25,1932.0,1876.75,1888.0,405003.0,
2010-05-19,1886.25,1893.75,1849.5,1868.25,435357.0,
2010-05-20,1867.75,1875.0,1794.0,1800.5,575883.0,
2010-05-21,1800.0,1834.0,1765.5,1819.25,514060.0,
2010-05-24,1821.25,1840.0,1796.0,1812.5,319255.0,
2010-05-25,1809.75,1819.5,1754.25,1815.5,425513.0,
2010-05-26,1814.5,1849.75,1788.75,1791.5,391061.0,
2010-05-27,1788.25,1864.5,1781.75,1863.75,391061.0,
2010-05-28,1862.25,1874.25,1835.5,1852.0,315745.0,
2010-06-01,1852.0,1878.0,1824.25,1831.0,368475.0,
2010-06-02,1832.0,1879.25,1828.5,1879.0,307154.0,
2010-06-03,1877.0,1899.25,1871.0,1897.75,285099.0,
2010-06-04,1897.5,1904.5,1824.25,1834.25,426018.0,
2010-06-07,1831.75,1845.5,1793.75,1795.75,334305.0,
2010-06-08,1795.0,1817.75,1770.0,1791.5,409445.0,
2010-06-09,1791.75,1823.5,1773.75,1782.25,361910.0,
2010-06-10,1780.5,1831.75,1775.25,1822.5,231353.0,
2010-06-11,1821.25,1848.75,1807.75,1844.0,101875.0,
2010-06-14,1848.0,1877.75,1844.0,1847.75,97309.0,
2010-06-15,1847.25,1899.0,1846.25,1894.5,76687.0,
2010-06-16,1894.5,1913.5,1880.0,1907.0,79007.0,
2010-06-17,1906.75,1918.75,1894.0,1910.5,41809.0,
2010-06-18,1910.75,1915.75,1906.25,1915.0,3633.0,
2010-06-21,1923.0,1941.0,1883.75,1899.5,328037.0,
2010-06-22,1899.0,1916.75,1876.5,1878.25,335379.0,
2010-06-23,1878.75,1890.0,1857.75,1873.75,321722.0,
