date,open,high,low,close,volume,suspicious_flag
2010-01-04,114.203125,114.296875,114.03125,114.109375,62.0,
2010-01-05,114.296875,114.765625,114.265625,114.75,16.0,
2010-01-06,114.265625,114.46875,114.265625,114.5,10.0,
2010-01-07,114.0,114.484375,114.0,114.375,85.0,
2010-01-08,114.5,114.78125,114.265625,114.46875,529.0,
2010-01-11,114.140625,114.578125,114.140625,114.46875,1289.0,
2010-01-12,114.8125,115.25,114.8125,115.171875,210.0,
2010-01-13,115.0,115.140625,114.671875,114.78125,629.0,
2010-01-14,114.140625,115.25,114.140625,115.203125,1357.0,
2010-01-15,115.21875,115.828125,115.21875,115.703125,792.0,
2010-01-18,115.21875,115.828125,115.21875,115.703125,1.0,
2010-01-19,115.65625,115.984375,115.484375,115.5,565.0,
2010-01-20,115.796875,116.0,115.734375,115.828125,269.0,
2010-01-21,115.859375,116.34375,115.78125,116.234375,3928.0,
2010-01-22,116.328125,116.46875,116.171875,116.34375,1661.0,
2010-01-25,116.1875,116.265625,116.0,116.15625,564.0,
2010-01-26,116.53125,116.609375,116.234375,116.265625,2923.0,
2010-01-27,116.3125,116.71875,116.046875,116.125,3272.0,
2010-01-28,115.8125,116.3125,115.75,116.171875,4673.0,
2010-01-29,116.40625,116.921875,115.828125,116.65625,5611.0,
2010-02-01,116.765625,116.765625,116.28125,116.34375,1261.0,
2010-02-02,116.28125,116.546875,116.15625,116.53125,2128.0,
2010-02-03,116.25,116.28125,116.03125,116.078125,4614.0,
2010-02-04,116.140625,116.921875,116.046875,116.78125,3453.0,
2010-02-05,116.78125,117.5,116.671875,117.421875,12298.0,
2010-02-08,117.203125,117.296875,117.03125,117.046875,1823.0,
2010-02-09,117.0625,117.09375,116.6875,116.78125,2619.0,
2010-02-10,116.75,116.984375,116.328125,116.46875,6009.0,
2010-02-11,116.421875,116.546875,116.078125,116.3125,5287.0,
2010-02-12,116.296875,116.78125,116.296875,116.625,6979.0,
2010-02-16,116.546875,116.953125,116.375,116.875,18202.0,
2010-02-17,116.8125,116.828125,116.09375,116.21875,29716.0,
2010-02-18,116.234375,116.4375,115.5625,115.75,53633.0,
2010-02-19,115.640625,115.9375,115.453125,115.75,66748.0,
2010-02-22,115.734375,115.875,115.609375,115.765625,207037.0,
2010-02-23,115.765625,116.765625,115.71875,116.640625,552666.0,
2010-02-24,116.6875,116.953125,116.46875,116.6875,765544.0,
2010-02-25,116.6875,119.203125,116.625,117.140625,877243.0,
2010-02-26,117.15625,117.53125,117.078125,117.484375,878697.0,
2010-03-01,117.203125,117.5,117.15625,117.390625,668826.0,
